Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,nor_GR,nor_ILD_log10,nor_DeltaPHI,nor_PHIND,nor_PE,nor_NMM_M,nor_RELPOS,miss
1,A1 SH,CROSS H CATTLE,2598.0,63.458,0.02201574,3.6,20.2,2.629,1,0.316,-0.048714165290231135,-2.523221786904258,-0.15214947728907083,0.9813443772125874,-1.2232113310596862,-1.0375820818501909,-0.718229561478918,0
1,A1 SH,CROSS H CATTLE,2598.5,66.977,0.055378331,4.2,20.1,2.694,1,0.303,0.06742874745207239,-2.3911831757374076,-0.03839055253496678,0.9673230372180869,-1.15066778500522,-1.0375820818501909,-0.7635874185569466,0
1,A1 SH,CROSS H CATTLE,2599.0,74.958,0.095518042,4.3,19.55,2.702,1,0.289,0.3308378371355968,-2.2323228614087403,-0.019430731742616173,0.890205667248332,-1.1417393485677472,-1.0375820818501909,-0.8124343415640543,0
1,A1 SH,CROSS H CATTLE,2599.5,80.42,0.13893394,3.8,18.3,2.694,1,0.276,0.5111085360268901,-2.060496432385837,-0.11422983570436952,0.7149389173170714,-1.15066778500522,-1.0375820818501909,-0.8577921986420826,0
1,A1 SH,CROSS H CATTLE,2600.0,86.667,0.181843588,4.9,17.05,2.726,1,0.263,0.7172877846489898,-1.8906735811696822,0.09432819301148795,0.5396721673858108,-1.1149540392553288,-1.0375820818501909,-0.9031500557201111,0
0,A1 SH,CROSS H CATTLE,2600.5,92.343,0.222196046,6.0,16.7,2.769,1,0.25,0.9046214512375985,-1.7309712813246652,0.30288622172734525,0.4905974774050576,-1.0669636934039124,-1.0375820818501909,-0.9485079127981396,0
0,A1 SH,CROSS H CATTLE,2601.0,79.336,0.283074975,7.4,17.9,2.844,1,0.224,0.47533163423301195,-1.4900316842026875,0.5683237128202547,0.6588535573390677,-0.9832596018026054,-1.0375820818501909,-1.0392236269541968,0
0,A1 SH,CROSS H CATTLE,2601.5,70.243,0.292034436,7.0,17.2,2.892,1,0.211,0.17522151614100723,-1.4545729637680678,0.492484429650852,0.5607041773775618,-0.9296889831777687,-1.0375820818501909,-1.0845814840322252,0
0,A1 SH,CROSS H CATTLE,2602.0,63.513,0.287353773,7.1,15.75,2.882,1,0.197,-0.04689891658297718,-1.4730975514375346,0.5114442504432025,0.3573947474572996,-0.9408495287246095,-1.0375820818501909,-1.1334284070393326,0
0,A1 SH,CROSS H CATTLE,2602.5,65.541,0.273464273,6.3,15.35,2.892,1,0.184,0.020034253931768775,-1.528067811085593,0.35976568410439724,0.30130938747929614,-0.9296889831777687,-1.0375820818501909,-1.1787862641173612,0
0,A1 SH,CROSS H CATTLE,2603.0,66.595,0.259593879,5.6,15.4,2.912,1,0.171,0.05482102006714472,-1.5829624552125139,0.2270469385579425,0.30832005747654667,-0.9073678920840867,-1.0375820818501909,-1.2241441211953896,0
0,A1 SH,CROSS H CATTLE,2603.5,71.108,0.249931757,5.2,15.9,2.835,1,0.158,0.2037704276278198,-1.6212020862353165,0.15120765538853992,0.3784267574490509,-0.9933040927947622,-1.0375820818501909,-1.269501978273418,0
1,A1 SH,CROSS H CATTLE,2604.0,75.609,0.247482261,5.1,16.25,2.781,1,0.145,0.35232378092509353,-1.6308964187258221,0.13224783459618916,0.42750144742980384,-1.0535710387477033,-1.0375820818501909,-1.3148598353514467,0
1,A1 SH,CROSS H CATTLE,2604.5,81.872,0.255272505,5.1,16.15,2.777,1,0.132,0.5590311018983946,-1.6000650903553462,0.13224783459618916,0.4134801074353028,-1.0580352569664397,-1.0375820818501909,-1.360217692429475,0
2,A1 SH,CROSS H CATTLE,2605.0,90.061,0.273464273,6.4,16.2,2.817,1,0.118,0.8293051321475343,-1.528067811085593,0.378725504896748,0.4204907774325533,-1.0133930747790758,-1.0375820818501909,-1.4090646154365827,0
1,A1 SH,CROSS H CATTLE,2605.5,95.985,0.300812794,6.0,18.3,2.74,1,0.105,1.0248239201797607,-1.419830991879691,0.30288622172734525,0.7149389173170714,-1.0993292754897512,-1.0375820818501909,-1.4544224725146113,0
1,A1 SH,CROSS H CATTLE,2606.0,97.149,0.33405144,2.8,23.5,2.635,1,0.092,1.0632411837296445,-1.2882829159252007,-0.30382804362787624,1.4440485970311157,-1.216515003731582,-1.0375820818501909,-1.4997803295926397,0
1,A1 SH,CROSS H CATTLE,2606.5,95.986,0.370698093,5.0,25.9,2.662,1,0.079,1.0248569247017107,-1.143247023298231,0.11328801380383856,1.7805607568991357,-1.186381530755111,-1.0375820818501909,-1.5451381866706682,0
1,A1 SH,CROSS H CATTLE,2607.0,88.553,0.407560849,3.4,24.8,2.735,1,0.066,0.7795343130468255,-0.9973558631655396,-0.1900691188737722,1.6263260169596268,-1.1049095482631721,-1.0375820818501909,-1.5904960437486968,0
1,A1 SH,CROSS H CATTLE,2607.5,86.023,0.471291711,7.0,15.6,2.956,1,0.039,0.6960328725131433,-0.7451292148531763,0.492484429650852,0.3363627374655483,-0.8582614916779865,-1.0375820818501909,-1.6847008238338328,0
1,A1 SH,CROSS H CATTLE,2608.0,88.06,0.503245771,9.7,13.25,3.158,1,0.026,0.7632630837254402,-0.618665125072433,1.00439959104432,0.0068612475947783125,-0.6328184716317988,-1.0375820818501909,-1.7300586809118612,0
7,A1 SH,CROSS H CATTLE,2608.5,85.898,0.540454614,5.1,16.05,3.099,1,0.013,0.6919073072693843,-0.4714042617646222,0.13224783459618916,0.3994587674408023,-0.6986656903581603,-1.0375820818501909,-1.7754165379898896,0
7,A1 LM,CROSS H CATTLE,2609.0,79.427,0.581038949,2.3,19.75,3.154,2,1.0,0.47833504573046876,-0.31078426589768854,-0.3986271475896296,0.9182483472373336,-0.6372826898505353,0.9637791722625207,1.6682915340111963,0
7,A1 LM,CROSS H CATTLE,2609.5,64.6,0.620552445,2.9,20.95,3.277,2,0.977,-0.011023001223249052,-0.15440231300359508,-0.28486822283552554,1.0865044271713438,-0.500007979624391,0.9637791722625207,1.5880430176423765,0
7,A1 LM,CROSS H CATTLE,2610.0,58.806,0.655138435,1.0,18.8,3.564,2,0.955,-0.20225120140196606,-0.017521874507958047,-0.6451048178901883,0.7850456172895757,-0.17970032243005518,0.9637791722625207,1.511283567202636,0
7,A1 LM,CROSS H CATTLE,2610.5,49.85,0.688330818,0.8,13.3,3.996,2,0.932,-0.4978396999868107,0.11384310708589286,-0.6830244594748897,0.013871917592028838,0.3024352451934748,0.9637791722625207,1.4310350508338165,0
2,A1 SH,LUKE G U,2610.5,74.9,0.782,9.3,11.75,4.084,1,1.0,0.32892357486249285,0.4845561821110004,0.9285603078749175,-0.20345885232273445,0.40064804600567494,-1.0375820818501909,1.6682915340111963,0
7,A1 LM,CROSS H CATTLE,2611.0,49.848,0.719911064,1.6,10.2,4.547,2,0.909,-0.4979057090307109,0.2388277589718181,-0.5313458931360843,-0.4207896222374978,0.917381304824412,0.9637791722625207,1.350786534464997,0
2,A1 SH,LUKE G U,2611.0,83.8,0.745,12.0,13.1,3.501,1,0.981,0.6226638202181333,0.338121853519031,1.4404754692683854,-0.014170762396973013,-0.2500117593751535,-1.0375820818501909,1.601999281358693,0
7,A1 LM,CROSS H CATTLE,2611.5,60.414,0.751894688,2.9,8.75,4.857,2,0.886,-0.14917993010625016,0.36540885373879084,-0.28486822283552554,-0.62409905215776,1.2633582167764827,0.9637791722625207,1.2705380180961772,0
2,A1 SH,LUKE G U,2611.5,86.97,0.726,12.9,12.55,3.4,1,0.962,0.7272881547998615,0.2629258469447765,1.6111138563995415,-0.09128813236672755,-0.3627332693982473,-1.0375820818501909,1.5357070287061898,0
7,A1 LM,CROSS H CATTLE,2612.0,73.647,0.787956123,2.4,9.1,4.925,2,0.864,0.2875689088590526,0.508128638124951,-0.3796673267972789,-0.575024362177007,1.339249926495001,0.9637791722625207,1.1937785676564368,0
2,A1 SH,LUKE G U,2612.0,84.43,0.708,13.2,12.0,3.4,1,0.943,0.643456669046679,0.1916875249270617,1.6679933187765934,-0.16840550233648233,-0.3627332693982473,-1.0375820818501909,1.4694147760536866,0
3,A1 LM,CROSS H CATTLE,2612.5,87.878,0.824646415,2.3,9.25,4.86,2,0.841,0.757256260730527,0.6533372401482838,-0.3986271475896296,-0.5539923521852558,1.2667063804405352,0.9637791722625207,1.113530051287617,0
2,A1 SH,LUKE G U,2612.5,78.51,0.708,11.8,11.4,3.4,1,0.925,0.4480698991022527,0.1916875249270617,1.4025558276836843,-0.2525335423034874,-0.3627332693982473,-1.0375820818501909,1.4066115893302629,0
2,A1 SH,LUKE G U,2613.0,73.88,0.708,11.3,11.55,3.5,1,0.906,0.2952589624734191,0.1916875249270617,1.307756723721931,-0.23150153231173606,-0.25112781392983746,-1.0375820818501909,1.3403193366777595,0
3,A1 LM,CROSS H CATTLE,2613.0,92.819,0.855761372,3.5,8.75,4.534,2,0.818,0.9203316036858328,0.7764804249445808,-0.1711092980814215,-0.62409905215776,0.902872595613519,0.9637791722625207,1.0332815349187972,0
1,A1 SH,LUKE G U,2613.5,71.61,0.717,11.5,11.25,3.6,1,0.887,0.2203386976467558,0.2273066859359191,1.3456763653066321,-0.2735655522952387,-0.13952235846142763,-1.0375820818501909,1.2740270840252563,0
3,A1 LM,CROSS H CATTLE,2613.5,94.398,0.87875152,5.1,8.65,4.305,2,0.795,0.9724457438449963,0.867468178636743,0.13224783459618916,-0.6381203921522608,0.6472961025908606,0.9637791722625207,0.9530330185499779,0
1,A1 SH,LUKE G U,2614.0,69.86,0.726,11.7,11.05,3.7,1,0.868,0.1625807842341298,0.2629258469447765,1.3835960068913333,-0.30160823228424033,-0.02791690299301781,-1.0375820818501909,1.2077348313727532,0
3,A1 LM,CROSS H CATTLE,2614.0,95.024,0.891983231,8.7,8.85,4.131,2,0.773,0.9931065745857415,0.9198351169180395,0.8148013831208132,-0.6100777121632592,0.4531026100758282,0.9637791722625207,0.8762735681102374,0
1,A1 SH,LUKE G U,2614.5,69.25,0.736,11.1,10.65,3.7,1,0.849,0.1424480258445859,0.30250269251017364,1.2698370821372293,-0.3576935922622438,-0.02791690299301781,-1.0375820818501909,1.1414425787202498,0
3,A1 LM,CROSS H CATTLE,2614.5,86.084,0.892428547,11.6,8.8,3.967,2,0.75,0.6980461483520979,0.9215975371740195,1.3646361860989829,-0.6170883821605094,0.2700696631076361,0.9637791722625207,0.7960250517414176,0
3,A1 LM,CROSS H CATTLE,2615.0,89.32,0.885021795,11.8,8.7,3.839,2,0.727,0.8048487813825306,0.8922839491695,1.4025558276836843,-0.6311097221550105,0.1272146801080715,0.9637791722625207,0.7157765353725979,0
1,A1 SH,LUKE G U,2615.0,68.29,0.726,8.6,9.7,3.7,1,0.83,0.110763684772517,0.2629258469447765,0.7958415623284626,-0.490896322210002,-0.02791690299301781,-1.0375820818501909,1.0751503260677466,0
5,A1 LM,CROSS H CATTLE,2615.5,95.088,0.877025616,10.7,8.85,3.898,2,0.705,0.9952188639905458,0.8606375950298727,1.1939977989678265,-0.6100777121632592,0.1930618988344334,0.9637791722625207,0.6390170849328574,0
1,A1 SH,LUKE G U,2615.5,68.5,0.717,7.8,9.8,3.7,1,0.811,0.1176946343820319,0.2273066859359191,0.6441629959896573,-0.47687498221550095,-0.02791690299301781,-1.0375820818501909,1.0088580734152437,0
5,A1 LM,CROSS H CATTLE,2616.0,102.887,0.875813389,10.5,8.75,3.973,2,0.682,1.2526211306791575,0.8558399829529526,1.1560781573831254,-0.62409905215776,0.2767659904357404,0.9637791722625207,0.558768568564038,0
1,A1 SH,LUKE G U,2616.0,73.65,0.675,6.3,10.65,3.5,1,0.792,0.28766792242490286,0.06108393456125165,0.35976568410439724,-0.3576935922622438,-0.25112781392983746,-1.0375820818501909,0.9425658207627405,0
3,A1 LM,CROSS H CATTLE,2616.5,96.204,0.884398826,8.0,10.0,3.683,2,0.659,1.0320519104868262,0.8898184343789969,0.6820826375743587,-0.44883230222649934,-0.046889830422647855,0.9637791722625207,0.4785200521952183,0
1,A1 SH,LUKE G U,2616.5,92.68,0.567,9.2,13.2,3.3,1,0.774,0.9157439751347729,-0.3663459975450372,0.9096004870825666,-0.0001494224024722126,-0.4743387248666571,-1.0375820818501909,0.8797626340393164,0
1,A1 SH,LUKE G U,2617.0,107.22,0.483,11.3,15.75,3.3,1,0.755,1.3956297242888194,-0.6987915002943725,1.307756723721931,0.3573947474572996,-0.4743387248666571,-1.0375820818501909,0.8134703813868133,0
5,A1 LM,CROSS H CATTLE,2617.0,84.082,0.904553263,-0.4,13.8,3.45,2,0.636,0.6319710954080535,0.9695833384396497,-0.9105423089830977,0.08397861756453309,-0.30693054166404216,0.9637791722625207,0.3982715358263986,0
5,A1 LM,CROSS H CATTLE,2617.5,72.325,0.924434364,-0.9,14.85,3.427,2,0.614,0.24393693084105736,1.0482664648343556,-1.005341412944851,0.23120268750679188,-0.3325997964217765,0.9637791722625207,0.32151208538665804,0
1,A1 SH,LUKE G U,2617.5,132.81,0.436,16.7,19.65,3.4,1,0.736,2.240215440991162,-0.8848026744517388,2.331587046508867,0.9042270072428326,-0.3627332693982473,-1.0375820818501909,0.74717812873431,0
7,A1 LM,CROSS H CATTLE,2618.0,53.939,0.940516485,-3.0,13.9,3.358,2,0.591,-0.36288420973296637,1.1119144267524583,-1.403497649584215,0.0979999575590339,-0.40960756069497917,0.9637791722625207,0.24126356901783833,0
1,A1 SH,LUKE G U,2618.0,151.94,0.399,0.0,29.9,3.6,1,0.717,2.871591945896039,-1.031237003043708,-0.8347030258136949,2.34141435667917,-0.13952235846142763,-1.0375820818501909,0.6808858760818067,0
1,A1 SH,LUKE G U,2618.5,154.37,0.39,3.1,31.45,3.4,1,0.698,2.9517929342347142,-1.0668561640525653,-0.24694858125082417,2.558745126593933,-0.3627332693982473,-1.0375820818501909,0.6145936234293035,0
7,A1 LM,CROSS H CATTLE,2618.5,44.042,0.960851154,-4.4,10.6,3.343,2,0.568,-0.6895299634728288,1.1923926322161054,-1.6689351406771245,-0.3647042622594943,-0.42634837901524075,0.9637791722625207,0.1610150526490186,0
1,A1 SH,LUKE G U,2619.0,153.77,0.39,8.4,34.1,3.0,1,0.679,2.931990221064671,-1.0668561640525653,0.7579219207437614,2.930310636448206,-0.8091550912718861,-1.0375820818501909,0.5483013707768006,0
7,A1 LM,CROSS H CATTLE,2619.0,47.244,0.99237676,-2.7,7.55,3.528,2,0.545,-0.5838494841886984,1.3171610362178607,-1.3466181872071632,-0.7923551320917702,-0.2198782863986827,0.9637791722625207,0.0807665362801993,0
1,A1 SH,LUKE G U,2619.5,132.29,0.39,8.2,34.1,2.8,1,0.66,2.223053089577124,-1.0668561640525653,0.7200022791590599,2.930310636448206,-1.0323660022087058,-1.0375820818501909,0.4820091181242974,0
5,A1 LM,CROSS H CATTLE,2619.5,54.919,1.033463966,-1.1,6.75,3.841,2,0.523,-0.3305397782218959,1.4797712368754266,-1.0432610545295522,-0.904525852047777,0.12944678921743993,0.9637791722625207,0.004007085840458706,0
2,A1 SH,LUKE G U,2620.0,102.28,0.418,0.0,30.0,2.6,1,0.642,1.232587385855464,-0.9560409964694536,-0.8347030258136949,2.3554356966736707,-1.255576913145525,-1.0375820818501909,0.4192059314008733,0
5,A1 LM,CROSS H CATTLE,2620.0,66.397,1.081995025,-0.6,6.5,3.985,2,0.5,0.048286124721030686,1.6718418595922444,-0.9484619505677989,-0.9395792020340291,0.2901586450919496,0.9637791722625207,-0.07624143052836099,0
5,A1 LM,CROSS H CATTLE,2620.5,77.704,1.120705516,-0.3,6.55,4.171,2,0.477,0.4214682544104943,1.825045771999013,-0.8915824881907469,-0.9325685320367788,0.4977447922631921,0.9637791722625207,-0.1564899468971807,0
